ENSMUSG00000000001	52
ENSMUSG00000000003	0
ENSMUSG00000000028	1
ENSMUSG00000000037	0
ENSMUSG00000000049	2015
ENSMUSG00000000056	20
ENSMUSG00000000058	3
ENSMUSG00000000078	3
ENSMUSG00000000085	1
ENSMUSG00000000088	209
ENSMUSG00000000093	3
ENSMUSG00000000094	0
ENSMUSG00000000103	0
ENSMUSG00000000120	4
ENSMUSG00000000125	0
ENSMUSG00000000126	0
ENSMUSG00000000127	5
ENSMUSG00000000131	14
ENSMUSG00000000134	5
ENSMUSG00000000142	1
ENSMUSG00000000148	8
ENSMUSG00000000149	14
ENSMUSG00000000154	132
ENSMUSG00000000157	0
ENSMUSG00000000159	1
ENSMUSG00000000167	0
ENSMUSG00000000168	55
ENSMUSG00000000171	253
ENSMUSG00000000182	0
ENSMUSG00000000183	0
ENSMUSG00000000184	9
ENSMUSG00000000194	12
ENSMUSG00000000197	0
ENSMUSG00000000202	0
ENSMUSG00000000204	0
ENSMUSG00000000214	0
ENSMUSG00000000215	0
ENSMUSG00000000216	0
ENSMUSG00000000223	0
ENSMUSG00000000244	0
ENSMUSG00000000247	0
ENSMUSG00000000248	0
ENSMUSG00000000253	1
ENSMUSG00000000263	0
ENSMUSG00000000266	3
ENSMUSG00000000275	75
ENSMUSG00000000276	0
ENSMUSG00000000278	33
ENSMUSG00000000282	3
ENSMUSG00000000290	13
ENSMUSG00000000295	1
ENSMUSG00000000296	8
ENSMUSG00000000301	282
ENSMUSG00000000303	67
ENSMUSG00000000305	0
ENSMUSG00000000308	0
ENSMUSG00000000317	0
ENSMUSG00000000318	0
ENSMUSG00000000320	1
ENSMUSG00000000325	7
ENSMUSG00000000326	721
ENSMUSG00000000339	2
ENSMUSG00000000340	55
ENSMUSG00000000346	52
ENSMUSG00000000355	7
ENSMUSG00000000359	0
ENSMUSG00000000365	0
ENSMUSG00000000374	13
ENSMUSG00000000378	2
ENSMUSG00000000381	0
ENSMUSG00000000384	37
ENSMUSG00000000385	2
ENSMUSG00000000386	0
ENSMUSG00000000392	0
ENSMUSG00000000394	0
ENSMUSG00000000399	137
ENSMUSG00000000402	0
ENSMUSG00000000409	0
ENSMUSG00000000411	0
ENSMUSG00000000416	0
ENSMUSG00000000420	5
ENSMUSG00000000435	0
ENSMUSG00000000439	8
ENSMUSG00000000440	3
ENSMUSG00000000441	20
ENSMUSG00000000486	0
ENSMUSG00000000489	0
ENSMUSG00000000530	2
ENSMUSG00000000531	0
ENSMUSG00000000532	9
ENSMUSG00000000538	11
ENSMUSG00000000544	0
ENSMUSG00000000552	12
ENSMUSG00000000555	34
ENSMUSG00000000560	0
ENSMUSG00000000561	22
ENSMUSG00000000562	0
ENSMUSG00000000563	249
ENSMUSG00000000567	13
ENSMUSG00000000568	23
ENSMUSG00000000579	0
ENSMUSG00000000581	16
ENSMUSG00000000594	178
ENSMUSG00000000600	3
ENSMUSG00000000605	31
ENSMUSG00000000606	0
ENSMUSG00000000617	0
ENSMUSG00000000627	0
ENSMUSG00000000628	1
ENSMUSG00000000631	45
ENSMUSG00000000632	0
ENSMUSG00000000673	491
ENSMUSG00000000682	1
ENSMUSG00000000686	47
ENSMUSG00000000690	0
ENSMUSG00000000693	5
ENSMUSG00000000701	0
ENSMUSG00000000706	0
ENSMUSG00000000708	14
ENSMUSG00000000711	17
ENSMUSG00000000724	0
ENSMUSG00000000730	0
ENSMUSG00000000731	0
ENSMUSG00000000732	0
ENSMUSG00000000738	24
ENSMUSG00000000739	13
ENSMUSG00000000740	240
ENSMUSG00000000743	56
ENSMUSG00000000751	23
ENSMUSG00000000753	839
ENSMUSG00000000759	0
ENSMUSG00000000766	0
ENSMUSG00000000776	6
ENSMUSG00000000782	0
ENSMUSG00000000787	108
ENSMUSG00000000791	5
ENSMUSG00000000792	0
ENSMUSG00000000794	0
ENSMUSG00000000804	4
ENSMUSG00000000805	0
ENSMUSG00000000811	7
ENSMUSG00000000817	0
ENSMUSG00000000823	10
ENSMUSG00000000826	11
ENSMUSG00000000827	12
ENSMUSG00000000838	8
ENSMUSG00000000861	0
ENSMUSG00000000869	0
ENSMUSG00000000876	52
ENSMUSG00000000881	7
ENSMUSG00000000884	0
ENSMUSG00000000889	0
ENSMUSG00000000901	1
ENSMUSG00000000902	24
ENSMUSG00000000903	0
ENSMUSG00000000915	19
ENSMUSG00000000916	12
ENSMUSG00000000934	10
ENSMUSG00000000938	0
ENSMUSG00000000942	1
ENSMUSG00000000948	0
ENSMUSG00000000957	28
ENSMUSG00000000958	2
ENSMUSG00000000959	40
ENSMUSG00000000976	12
ENSMUSG00000000982	0
ENSMUSG00000000983	0
ENSMUSG00000001014	0
ENSMUSG00000001016	11
ENSMUSG00000001017	18
ENSMUSG00000001018	9
ENSMUSG00000001020	1
ENSMUSG00000001021	0
ENSMUSG00000001023	0
ENSMUSG00000001025	3
ENSMUSG00000001027	0
ENSMUSG00000001029	2
ENSMUSG00000001034	0
ENSMUSG00000001036	2
ENSMUSG00000001039	1
ENSMUSG00000001052	12
ENSMUSG00000001053	1
ENSMUSG00000001054	8
ENSMUSG00000001056	25
ENSMUSG00000001062	3
ENSMUSG00000001065	10
ENSMUSG00000001076	0
ENSMUSG00000001082	3
ENSMUSG00000001089	7
ENSMUSG00000001095	6
ENSMUSG00000001098	11
ENSMUSG00000001100	74
ENSMUSG00000001103	0
ENSMUSG00000001105	10
ENSMUSG00000001119	17
ENSMUSG00000001120	0
ENSMUSG00000001123	235
ENSMUSG00000001127	25
ENSMUSG00000001128	27
ENSMUSG00000001131	0
ENSMUSG00000001134	17
ENSMUSG00000001138	22
ENSMUSG00000001143	2
ENSMUSG00000001150	16
ENSMUSG00000001151	11
ENSMUSG00000001155	424
ENSMUSG00000001156	2
ENSMUSG00000001157	2
ENSMUSG00000001158	13
ENSMUSG00000001166	0
ENSMUSG00000001168	0
ENSMUSG00000001173	2
ENSMUSG00000001175	113
ENSMUSG00000001211	64
ENSMUSG00000001225	0
ENSMUSG00000001227	1
ENSMUSG00000001228	1
ENSMUSG00000001229	29
ENSMUSG00000001240	19
ENSMUSG00000001247	146
ENSMUSG00000001248	6
ENSMUSG00000001249	219
ENSMUSG00000001260	0
ENSMUSG00000001270	6
ENSMUSG00000001280	18
ENSMUSG00000001281	0
ENSMUSG00000001285	15
