ENSMUSG00000000001	23
ENSMUSG00000000003	0
ENSMUSG00000000028	0
ENSMUSG00000000037	0
ENSMUSG00000000049	832
ENSMUSG00000000056	12
ENSMUSG00000000058	0
ENSMUSG00000000078	1
ENSMUSG00000000085	1
ENSMUSG00000000088	109
ENSMUSG00000000093	1
ENSMUSG00000000094	0
ENSMUSG00000000103	0
ENSMUSG00000000120	0
ENSMUSG00000000125	0
ENSMUSG00000000126	0
ENSMUSG00000000127	4
ENSMUSG00000000131	6
ENSMUSG00000000134	1
ENSMUSG00000000142	0
ENSMUSG00000000148	4
ENSMUSG00000000149	5
ENSMUSG00000000154	16
ENSMUSG00000000157	0
ENSMUSG00000000159	0
ENSMUSG00000000167	1
ENSMUSG00000000168	15
ENSMUSG00000000171	33
ENSMUSG00000000182	0
ENSMUSG00000000183	0
ENSMUSG00000000184	3
ENSMUSG00000000194	4
ENSMUSG00000000197	0
ENSMUSG00000000202	0
ENSMUSG00000000204	0
ENSMUSG00000000214	0
ENSMUSG00000000215	0
ENSMUSG00000000216	0
ENSMUSG00000000223	0
ENSMUSG00000000244	0
ENSMUSG00000000247	2
ENSMUSG00000000248	0
ENSMUSG00000000253	0
ENSMUSG00000000263	0
ENSMUSG00000000266	2
ENSMUSG00000000275	16
ENSMUSG00000000276	0
ENSMUSG00000000278	5
ENSMUSG00000000282	4
ENSMUSG00000000290	2
ENSMUSG00000000295	0
ENSMUSG00000000296	4
ENSMUSG00000000301	61
ENSMUSG00000000303	7
ENSMUSG00000000305	0
ENSMUSG00000000308	0
ENSMUSG00000000317	2
ENSMUSG00000000318	1
ENSMUSG00000000320	2
ENSMUSG00000000325	2
ENSMUSG00000000326	153
ENSMUSG00000000339	1
ENSMUSG00000000340	48
ENSMUSG00000000346	17
ENSMUSG00000000355	4
ENSMUSG00000000359	0
ENSMUSG00000000365	0
ENSMUSG00000000374	4
ENSMUSG00000000378	1
ENSMUSG00000000381	0
ENSMUSG00000000384	4
ENSMUSG00000000385	2
ENSMUSG00000000386	0
ENSMUSG00000000392	0
ENSMUSG00000000394	0
ENSMUSG00000000399	52
ENSMUSG00000000402	0
ENSMUSG00000000409	0
ENSMUSG00000000411	0
ENSMUSG00000000416	0
ENSMUSG00000000420	1
ENSMUSG00000000435	0
ENSMUSG00000000439	4
ENSMUSG00000000440	1
ENSMUSG00000000441	18
ENSMUSG00000000486	1
ENSMUSG00000000489	0
ENSMUSG00000000530	0
ENSMUSG00000000531	1
ENSMUSG00000000532	3
ENSMUSG00000000538	1
ENSMUSG00000000544	0
ENSMUSG00000000552	0
ENSMUSG00000000555	6
ENSMUSG00000000560	0
ENSMUSG00000000561	3
ENSMUSG00000000562	0
ENSMUSG00000000563	112
ENSMUSG00000000567	5
ENSMUSG00000000568	9
ENSMUSG00000000579	0
ENSMUSG00000000581	5
ENSMUSG00000000594	17
ENSMUSG00000000600	5
